robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstacles,crowdnav,dwa,rlca,teb
0.22,0.113,0.57,0.43,0.0,142.69,2266386668930,45.0,45.0,1,45,1.5,0,0,0.0,0,192.0,0.0313,4050,2.3219,9,0.5236,0.7,0.0062,0.0,0.53,0.52,12,0,1,0,0
1.1,0.625,0.48,0.48,0.03,67.38,2087710346913,45.0,45.0,1,30,2.5,0,0,0.0,0,240.0,0.0298,4050,2.3219,6,0.5158,0.7,0.0077,0.0,0.55,0.31,4,0,1,0,0
1.1,0.625,0.21,0.79,0.0,228.26,2841106899390,25.0,25.0,1,15,2.0,0,0,0.0,0,360.0,0.0109,1250,2.3219,1,0.5032,0.0,0.0,1.0,0.38,0.58,6,0,1,0,0
0.22,0.113,0.76,0.24,0.0,93.33,1640979311985,45.0,45.0,1,70,2.0,0,0,0.0,0,231.4286,0.0385,4050,2.3219,9,0.3377,0.6,0.0122,0.0,0.54,0.5,12,0,1,0,0
0.22,0.113,0.89,0.11,0.0,39.07,527271429096,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0143,1250,2.3219,4,0.3164,0.8,0.0055,0.0,0.63,0.32,2,0,1,0,0
0.22,0.113,0.64,0.36,0.0,93.77,838221429409,25.0,25.0,1,15,1.5,0,0,0.0,0,90.0,0.0091,1250,2.3219,4,0.6124,1.0,0.0051,0.0,0.49,0.54,6,0,1,0,0
2.0,0.267,0.74,0.26,0.0,33.59,525748148672,25.0,25.0,1,70,1.5,0,0,0.0,0,90.0,0.0139,1250,2.3219,4,0.3332,1.0,0.0055,0.0,0.45,0.62,4,0,1,0,0
0.22,0.113,0.75,0.25,0.0,61.86,1045057143899,35.0,35.0,1,45,1.5,0,0,0.0,0,288.0,0.0207,2450,2.3219,3,0.4749,0.7,0.0055,0.0,0.59,0.39,9,0,1,0,0
0.22,0.113,0.75,0.25,0.0,36.9,578278572004,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.0113,1250,2.3219,2,0.5052,1.0,0.0002,0.0,0.65,0.57,4,0,1,0,0
2.0,0.267,0.7,0.3,0.0,37.72,795978261664,25.0,25.0,1,30,2.0,0,0,0.0,0,120.0,0.0151,1250,2.3219,4,0.3028,0.5,0.0055,0.0,0.76,0.62,4,0,1,0,0
0.22,0.113,0.5,0.47,0.03,113.88,1852840001851,45.0,45.0,1,30,2.5,0,0,0.0,0,180.0,0.0312,4050,2.3219,2,0.4772,0.0,0.0,1.0,0.46,0.56,12,0,1,0,0
2.0,0.267,0.93,0.07,0.0,48.95,433325000431,45.0,45.0,1,30,2.5,0,0,0.0,0,180.0,0.0271,4050,2.3219,2,0.5498,1.0,0.0001,0.0,0.44,0.54,4,0,1,0,0
0.22,0.113,0.66,0.34,0.0,77.52,1164758621853,35.0,35.0,1,45,2.5,0,0,0.0,0,102.8571,0.0214,2450,2.3219,7,0.4241,0.4,0.0079,0.0,0.61,0.3,9,0,1,0,0
1.1,0.625,0.3,0.7,0.0,104.32,2733516669398,45.0,45.0,1,15,2.5,0,0,0.0,0,216.0,0.0254,4050,2.3219,4,0.592,0.5,0.0077,0.0,0.75,0.59,8,0,1,0,0
1.1,0.625,0.45,0.55,0.0,47.21,1171331035653,35.0,35.0,1,70,1.5,0,0,0.0,0,270.0,0.0228,2450,2.3219,7,0.4414,0.6,0.0078,0.0,0.45,0.43,9,0,1,0,0
1.1,0.625,0.47,0.33,0.2,65.96,2916583336249,45.0,45.0,1,70,2.0,0,0,0.0,0,308.5714,0.0327,4050,2.3219,8,0.4668,0.6,0.0115,0.0,0.0,0.0,0,0,1,0,0
2.0,0.267,0.79,0.21,0.0,51.37,470214286183,45.0,45.0,1,15,2.5,0,0,0.0,0,360.0,0.0257,4050,2.3219,3,0.5967,0.7,0.0072,0.0,0.64,0.61,8,0,1,0,0
0.22,0.113,0.13,0.87,0.0,12.78,5192113338523,45.0,45.0,1,15,1.5,0,0,0.0,0,180.0,0.0191,4050,2.3219,2,0.7281,0.0,0.0,1.0,0.6,0.47,12,0,1,0,0
0.22,0.113,0.93,0.07,0.0,33.04,497803704201,25.0,25.0,1,30,2.5,0,0,0.0,0,360.0,0.0136,1250,2.3219,2,0.3532,1.0,0.0082,0.0,0.82,0.52,2,0,1,0,0
2.0,0.267,0.64,0.36,0.0,66.74,711017857853,45.0,45.0,1,70,2.5,0,0,0.0,0,274.2857,0.0392,4050,2.3219,10,0.3009,0.4,0.0086,0.0,0.66,0.58,8,0,1,0,0
1.1,0.625,0.33,0.67,0.0,99.49,2392716669056,45.0,45.0,1,70,1.5,0,0,0.0,0,154.2857,0.0337,4050,2.3219,6,0.4623,0.5,0.0095,0.0,0.55,0.57,8,0,1,0,0
2.0,0.267,0.93,0.04,0.04,57.85,797457143654,45.0,45.0,1,45,1.5,0,0,0.0,0,317.6471,0.0293,4050,2.3219,6,0.5512,0.7,0.0123,0.0,0.0,0.0,0,0,1,0,0
2.0,0.267,0.63,0.37,0.0,42.99,492910000492,35.0,35.0,1,30,1.5,0,0,0.0,0,180.0,0.0174,2450,2.3219,3,0.592,1.0,0.0107,0.0,0.49,0.47,9,0,1,0,0
0.22,0.113,0.0,0.8,0.2,13.68,6005543339337,35.0,35.0,1,15,2.0,0,0,0.0,0,180.0,0.0142,2450,2.3219,2,0.6663,0.0,0.0,1.0,0.47,0.5,9,0,1,0,0
0.22,0.113,0.87,0.1,0.03,100.74,1256520001255,35.0,35.0,1,15,2.0,0,0,0.0,0,360.0,0.0166,2450,2.3219,1,0.6035,0.0,0.0,1.0,0.58,0.52,3,0,1,0,0
0.22,0.113,0.77,0.2,0.03,146.23,1876530001875,45.0,45.0,1,30,2.5,0,0,0.0,0,360.0,0.0312,4050,2.3219,1,0.4899,0.0,0.0,1.0,0.52,0.5,12,0,1,0,0
0.22,0.113,0.79,0.21,0.0,46.92,391724138322,25.0,25.0,1,15,1.5,0,0,0.0,0,180.0,0.007,1250,2.3219,2,0.7148,0.0,0.0,1.0,0.78,0.43,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,380.29,2420400002424,45.0,45.0,1,45,2.0,0,0,0.0,0,274.2857,0.0309,4050,2.3219,10,0.4796,0.6,0.0103,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.53,0.47,0.0,132.72,1917616668583,35.0,35.0,1,30,2.0,0,0,0.0,0,144.0,0.0234,2450,2.3219,6,0.408,0.5,0.0069,0.0,0.54,0.57,9,0,1,0,0
0.22,0.113,1.0,0.0,0.0,17.37,200000000200,25.0,25.0,1,45,2.5,0,0,0.0,0,180.0,0.0154,1250,2.3219,2,0.2284,0.0,0.0,1.0,0.8,0.37,4,0,1,0,0
0.22,0.113,1.0,0.0,0.0,99.99,1373186668038,45.0,45.0,1,70,2.5,0,0,0.0,0,250.4348,0.0374,4050,2.3219,11,0.3258,0.5,0.0093,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,1.0,0.0,0.0,52.05,1039756667704,45.0,45.0,1,30,2.5,0,0,0.0,0,240.0,0.0297,4050,2.3219,7,0.5112,0.4,0.0096,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,1.0,0.0,0.0,15.93,229300000223,25.0,25.0,1,15,2.5,0,0,0.0,0,180.0,0.0118,1250,2.3219,2,0.4392,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.73,0.27,0.0,30.82,487466667152,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0144,1250,2.3219,2,0.2876,0.0,0.0,1.0,0.63,0.62,6,0,1,0,0
0.22,0.113,0.79,0.21,0.0,84.35,1277627587484,35.0,35.0,1,30,2.0,0,0,0.0,0,360.0,0.0222,2450,2.3219,1,0.4429,0.0,0.0,1.0,0.59,0.48,9,0,1,0,0
0.22,0.113,0.97,0.0,0.03,50.89,1073186667738,45.0,45.0,1,70,2.0,0,0,0.0,0,284.2105,0.0401,4050,2.3219,16,0.32,0.4,0.0117,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,1.0,0.0,0.0,58.52,1196510346023,45.0,45.0,1,70,2.0,0,0,0.0,0,261.8182,0.036,4050,2.3219,15,0.3863,0.6,0.0096,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.52,0.48,0.0,167.78,2217665519456,35.0,35.0,1,15,2.0,0,0,0.0,0,240.0,0.0163,2450,2.3219,3,0.5912,1.0,0.008,0.0,0.31,0.63,9,0,1,0,0
0.22,0.113,1.0,0.0,0.0,75.73,1159410001157,45.0,45.0,1,70,1.5,0,0,0.0,0,180.0,0.0284,4050,2.3219,3,0.5437,1.0,0.0117,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.67,0.33,0.0,169.31,1681173335013,45.0,45.0,1,30,2.5,0,0,0.0,0,180.0,0.03,4050,2.3219,2,0.5047,0.0,0.0,1.0,0.63,0.56,12,0,1,0,0
0.22,0.113,1.0,0.0,0.0,86.44,880000000880,45.0,45.0,1,45,1.5,0,0,0.0,0,110.7692,0.0274,4050,2.3219,13,0.5798,0.4,0.0081,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.87,0.13,0.0,49.13,425520000424,25.0,25.0,1,30,1.5,0,0,0.0,0,90.0,0.0115,1250,2.3219,4,0.4944,0.5,0.0061,0.0,0.44,0.47,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,63.64,821173334153,35.0,35.0,1,15,2.0,0,0,0.0,0,360.0,0.0156,2450,2.3219,1,0.6241,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.7,0.3,0.0,45.83,879586667545,35.0,35.0,1,45,1.5,0,0,0.0,0,135.0,0.0204,2450,2.3219,6,0.4996,0.5,0.0083,0.0,0.67,0.42,6,0,1,0,0
0.22,0.113,0.92,0.08,0.0,38.48,569888462107,25.0,25.0,1,45,2.0,0,0,0.0,0,180.0,0.0141,1250,2.3219,2,0.2884,0.0,0.0,1.0,0.62,0.41,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,77.71,730343334060,25.0,25.0,1,70,2.0,0,0,0.0,0,180.0,0.0152,1250,2.3219,2,0.2452,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.8,0.2,0.0,74.91,1295346667959,35.0,35.0,1,70,2.5,0,0,0.0,0,160.0,0.0282,2450,2.3219,6,0.2082,0.3,0.0071,0.0,0.34,0.57,3,0,1,0,0
0.22,0.113,0.83,0.17,0.0,54.18,704680000704,25.0,25.0,1,15,2.0,0,0,0.0,0,180.0,0.0101,1250,2.3219,2,0.5248,1.0,0.0002,0.0,0.49,0.47,6,0,1,0,0
0.22,0.113,0.63,0.37,0.0,97.15,1458070371827,35.0,35.0,1,30,1.5,0,0,0.0,0,360.0,0.0189,2450,2.3219,1,0.5398,0.0,0.0,1.0,0.64,0.42,6,0,1,0,0
0.22,0.113,0.67,0.33,0.0,70.0,1064573334397,35.0,35.0,1,70,2.0,0,0,0.0,0,231.4286,0.0262,2450,2.3219,9,0.2835,0.6,0.0086,0.0,0.53,0.57,9,0,1,0,0
0.22,0.113,0.63,0.33,0.03,55.74,1205253334537,35.0,35.0,1,70,1.5,0,0,0.0,0,227.3684,0.0248,2450,2.3219,15,0.3594,0.5,0.0128,0.0,0.36,0.5,9,0,1,0,0
0.22,0.113,0.6,0.4,0.0,57.65,710506667375,25.0,25.0,1,45,1.5,0,0,0.0,0,196.3636,0.0139,1250,2.3219,9,0.362,0.4,0.0097,0.0,0.49,0.49,4,0,1,0,0
0.22,0.113,0.9,0.1,0.0,35.89,507503448782,25.0,25.0,1,70,1.5,0,0,0.0,0,90.0,0.016,1250,2.3219,6,0.2288,0.5,0.0076,0.0,0.73,0.92,2,0,1,0,0
0.22,0.113,1.0,0.0,0.0,109.03,1366666668033,45.0,45.0,1,15,2.0,0,0,0.0,0,180.0,0.0226,4050,2.3219,2,0.6531,1.0,0.0003,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.76,0.24,0.0,96.61,1082868966598,35.0,35.0,1,70,2.5,0,0,0.0,0,240.0,0.0284,2450,2.3219,6,0.2088,0.5,0.0103,0.0,0.66,0.63,6,0,1,0,0
0.22,0.113,0.86,0.14,0.0,61.71,1137420690791,35.0,35.0,1,70,2.5,0,0,0.0,0,360.0,0.0262,2450,2.3219,1,0.2537,0.0,0.0,1.0,0.55,0.39,3,0,1,0,0
0.22,0.113,1.0,0.0,0.0,17.13,370800000378,25.0,25.0,1,70,1.5,0,0,0.0,0,90.0,0.015,1250,2.3219,6,0.2808,0.3,0.0076,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,0.5,0.5,0.0,111.26,1499896668165,45.0,45.0,1,70,1.5,0,0,0.0,0,234.7826,0.0314,4050,2.3219,12,0.4991,0.6,0.0109,0.0,0.58,0.63,12,0,1,0,0
0.22,0.113,1.0,0.0,0.0,52.52,838824138768,45.0,45.0,1,45,1.5,0,0,0.0,0,270.0,0.0289,4050,2.3219,4,0.5562,0.5,0.0064,0.0,0.0,0.0,0,0,1,0,0
0.22,0.113,1.0,0.0,0.0,217.3,1649400001644,25.0,25.0,1,15,2.5,0,0,0.0,0,360.0,0.0114,1250,2.3219,1,0.4896,0.0,0.0,1.0,0.43,0.34,4,0,1,0,0
