number_dynamic_obstacles,robot_radius,average_linear_velocity,average_obstalce_size,num_static_obstacles,corridor_width,distance_avg,distance_variance,robot_max_speed
12,0.113,0.42,0.66,0,1.5,0.0087,0.0,0.22
6,0.113,0.47,0.4,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0081,0.0,0.22
6,0.113,0.5,0.66,0,2.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0125,0.0,0.22
9,0.113,0.53,0.52,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0104,0.0,0.22
6,0.113,0.46,0.46,0,2.0,0.0077,0.0,0.22
3,0.113,0.61,0.76,0,1.5,0.0102,0.0,0.22
6,0.113,0.44,0.55,0,2.5,0.009,0.0,0.22
4,0.113,0.38,0.77,0,2.0,0.0062,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0058,0.0,0.22
6,0.113,0.73,0.46,0,2.5,0.0059,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0066,0.0,0.22
8,0.113,0.41,0.56,0,2.0,0.0224,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0051,0.0,0.22
12,0.113,0.6,0.55,0,2.0,0.0107,0.0,0.22
2,0.113,0.32,0.53,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0095,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0074,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0114,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0036,0.0,0.22
9,0.113,0.69,0.52,0,1.5,0.0082,0.0,0.22
9,0.113,0.57,0.56,0,2.0,0.0053,0.0,0.22
4,0.113,0.59,0.59,0,2.0,0.0,1.0,0.22
6,0.113,0.51,0.76,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
6,0.113,0.51,0.68,0,2.5,0.0046,0.0,0.22
4,0.113,0.52,0.62,0,2.5,0.0109,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0,1.0,0.22
8,0.113,0.41,0.66,0,1.5,0.0082,0.0,0.22
2,0.113,0.56,0.67,0,2.5,0.0,1.0,0.22
2,0.113,0.76,0.44,0,1.5,0.0098,0.0,0.22
2,0.113,0.47,0.52,0,2.5,0.0,1.0,0.22
3,0.113,0.69,0.57,0,1.5,0.008,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0076,0.0,0.22
9,0.113,0.5,0.62,0,2.5,0.0102,0.0,0.22
4,0.113,0.64,0.51,0,2.5,0.0087,0.0,0.22
8,0.113,0.55,0.71,0,1.5,0.0081,0.0,0.22
6,0.113,0.68,0.58,0,2.5,0.0,1.0,0.22
6,0.113,0.5,0.58,0,1.5,0.0074,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0136,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0003,0.0,0.22
4,0.113,0.67,0.47,0,1.5,0.0115,0.0,0.22
4,0.113,0.76,0.31,0,2.5,0.0,1.0,0.22
12,0.113,0.73,0.45,0,2.0,0.0106,0.0,0.22
3,0.113,0.41,0.38,0,2.0,0.0926,0.0,0.22
9,0.113,0.61,0.53,0,1.5,0.0081,0.0,0.22
8,0.113,0.62,0.67,0,1.5,0.0098,0.0,0.22
8,0.113,0.59,0.63,0,1.5,0.004,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.008,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0107,0.0,0.22
6,0.113,0.51,0.66,0,2.5,0.0,1.0,0.22
2,0.113,0.64,0.63,0,2.5,0.0044,0.0,0.22
9,0.113,0.32,0.63,0,1.5,0.0001,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.006,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
4,0.113,0.65,0.5,0,1.5,0.01,0.0,0.22
9,0.113,0.54,0.55,0,2.5,0.0056,0.0,0.22
6,0.113,0.62,0.52,0,2.5,0.0001,0.0,0.22
9,0.113,0.59,0.62,0,2.0,0.0001,0.0,0.22
8,0.113,0.45,0.65,0,2.0,0.0091,0.0,0.22
8,0.113,0.43,0.55,0,2.0,0.0108,0.0,0.22
2,0.113,0.56,0.75,0,2.0,0.0,1.0,0.22
3,0.113,0.73,0.7,0,2.0,0.0,1.0,0.22
3,0.113,0.34,0.77,0,1.5,0.0069,0.0,0.22
4,0.113,0.73,0.63,0,2.5,0.0053,0.0,0.22
12,0.113,0.61,0.54,0,2.5,0.0089,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0089,0.0,0.22
3,0.113,0.53,0.48,0,2.0,0.0048,0.0,0.22
2,0.113,0.91,0.56,0,1.5,0.0221,0.0,0.22
2,0.113,0.5,0.71,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0095,0.0,0.22
3,0.113,0.64,0.65,0,1.5,0.0043,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.008,0.0,0.22
2,0.113,0.46,0.58,0,1.5,0.0111,0.0,0.22
12,0.113,0.62,0.53,0,1.5,0.0086,0.0,0.22
4,0.113,0.7,0.68,0,2.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0106,0.0,0.22
2,0.113,0.36,0.61,0,1.5,0.0002,0.0,0.22
4,0.113,0.46,0.76,0,1.5,0.0,1.0,0.22
4,0.113,0.62,0.58,0,2.5,0.0065,0.0,0.22
8,0.113,0.56,0.47,0,2.5,0.0009,0.0,0.22
3,0.113,0.3,0.51,0,2.5,0.0035,0.0,0.22
2,0.113,0.57,0.63,0,1.5,0.0088,0.0,0.22
12,0.113,0.59,0.53,0,1.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
3,0.113,0.54,0.61,0,2.5,0.0072,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.0071,0.0,0.22
0,0.113,0.0,0.0,0,1.5,0.007,0.0,0.22
6,0.113,0.5,0.61,0,2.5,0.0102,0.0,0.22
6,0.113,0.58,0.82,0,2.0,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0121,0.0,0.22
8,0.113,0.46,0.63,0,2.0,0.006,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0041,0.0,0.22
3,0.113,0.46,0.5,0,2.5,0.0049,0.0,0.22
3,0.113,0.56,0.51,0,2.5,0.0035,0.0,0.22
3,0.113,0.58,0.61,0,2.5,0.0,1.0,0.22
4,0.113,0.66,0.76,0,2.5,0.0084,0.0,0.22
9,0.113,0.44,0.59,0,1.5,0.0,1.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0064,0.0,0.22
4,0.113,0.48,0.67,0,2.0,0.0099,0.0,0.22
4,0.113,0.61,0.46,0,2.0,0.0,1.0,0.22
8,0.113,0.61,0.57,0,2.5,0.0104,0.0,0.22
4,0.113,0.32,0.46,0,2.5,0.0121,0.0,0.22
4,0.113,0.54,0.41,0,2.5,0.0,1.0,0.22
4,0.113,0.58,0.51,0,1.5,0.0081,0.0,0.22
12,0.625,0.49,0.69,0,2.0,0.0082,0.0,1.1
0,0.267,0.0,0.0,0,2.0,0.015,0.0,2.0
6,0.625,0.76,0.38,0,2.0,0.008,0.0,1.1
4,0.267,0.43,0.49,0,1.5,0.0,1.0,2.0
0,0.113,0.0,0.0,0,1.5,0.0059,0.0,0.22
0,0.267,0.0,0.0,0,2.5,0.0091,0.0,2.0
6,0.625,0.6,0.45,0,2.5,0.0036,0.0,1.1
0,0.113,0.0,0.0,0,2.0,0.0117,0.0,0.22
12,0.113,0.59,0.56,0,1.5,0.0189,0.0,0.22
2,0.113,0.37,0.53,0,1.5,0.0095,0.0,0.22
0,0.267,0.0,0.0,0,2.5,0.0087,0.0,2.0
2,0.113,0.56,0.55,0,2.5,0.0,1.0,0.22
2,0.113,0.16,0.36,0,1.5,0.0065,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.01,0.0,0.22
6,0.625,0.31,0.34,0,2.5,0.0719,0.0,1.1
2,0.267,0.41,0.6,0,2.5,0.0078,0.0,2.0
4,0.625,0.39,0.55,0,2.5,0.008,0.0,1.1
6,0.113,0.49,0.46,0,2.5,0.0,1.0,0.22
6,0.113,0.8,0.6,0,2.5,0.0084,0.0,0.22
8,0.113,0.7,0.61,0,2.5,0.0069,0.0,0.22
2,0.113,0.41,0.28,0,1.5,0.0,1.0,0.22
6,0.267,0.41,0.33,0,2.5,0.0,1.0,2.0
2,0.113,0.61,0.87,0,2.0,0.0002,0.0,0.22
12,0.625,0.75,0.54,0,2.5,0.0103,0.0,1.1
12,0.267,0.56,0.59,0,2.0,0.0049,0.0,2.0
2,0.267,0.92,0.55,0,2.0,0.0073,0.0,2.0
12,0.113,0.59,0.6,0,2.0,0.0119,0.0,0.22
4,0.113,0.69,0.52,0,2.0,0.0037,0.0,0.22
4,0.113,0.51,0.53,0,2.0,0.0072,0.0,0.22
8,0.267,0.57,0.71,0,2.0,0.0109,0.0,2.0
2,0.625,0.52,0.62,0,2.0,0.0042,0.0,1.1
0,0.625,0.0,0.0,0,1.5,0.0001,0.0,1.1
0,0.113,0.0,0.0,0,2.0,0.0,1.0,0.22
6,0.267,0.63,0.55,0,2.5,0.0,1.0,2.0
3,0.113,0.75,0.49,0,2.5,0.0003,0.0,0.22
0,0.625,0.0,0.0,0,2.5,0.009,0.0,1.1
2,0.113,0.59,0.69,0,2.5,0.0,1.0,0.22
12,0.267,0.47,0.56,0,1.5,0.0158,0.0,2.0
8,0.267,0.73,0.62,0,1.5,0.0078,0.0,2.0
4,0.625,0.62,0.36,0,1.5,0.004,0.0,1.1
3,0.625,0.35,0.91,0,2.5,0.0,1.0,1.1
6,0.267,0.69,0.48,0,2.5,0.003,0.0,2.0
8,0.625,0.63,0.58,0,2.5,0.0056,0.0,1.1
9,0.113,0.42,0.51,0,2.0,0.0084,0.0,0.22
2,0.625,0.36,0.69,0,1.5,0.0138,0.0,1.1
2,0.625,0.5,0.56,0,1.5,0.0073,0.0,1.1
4,0.113,0.38,0.66,0,2.5,0.0,1.0,0.22
3,0.113,0.28,0.47,0,1.5,0.008,0.0,0.22
4,0.267,0.55,0.48,0,2.0,0.0,1.0,2.0
0,0.267,0.0,0.0,0,2.0,0.0076,0.0,2.0
0,0.625,0.0,0.0,0,1.5,0.0123,0.0,1.1
0,0.113,0.0,0.0,0,2.5,0.0416,0.0001,0.22
3,0.267,0.56,0.65,0,2.0,0.0069,0.0,2.0
12,0.267,0.48,0.56,0,2.5,0.0003,0.0,2.0
9,0.113,0.54,0.53,0,1.5,0.0095,0.0,0.22
4,0.113,0.58,0.44,0,2.5,0.0072,0.0,0.22
2,0.113,0.66,0.86,0,2.0,0.0069,0.0,0.22
0,0.625,0.0,0.0,0,2.5,0.0029,0.0,1.1
9,0.113,0.55,0.4,0,1.5,0.0054,0.0,0.22
4,0.267,0.46,0.53,0,2.5,0.004,0.0,2.0
8,0.625,0.49,0.48,0,2.5,0.0079,0.0,1.1
2,0.625,0.22,0.39,0,1.5,0.0067,0.0,1.1
3,0.113,0.5,0.56,0,2.5,0.006,0.0,0.22
8,0.267,0.61,0.56,0,1.5,0.0,1.0,2.0
12,0.625,0.44,0.5,0,1.5,0.0084,0.0,1.1
4,0.267,0.71,0.43,0,2.5,0.0067,0.0,2.0
3,0.625,0.43,0.69,0,1.5,0.0073,0.0,1.1
3,0.267,0.56,0.32,0,2.5,0.0051,0.0,2.0
0,0.267,0.0,0.0,0,1.5,0.0086,0.0,2.0
4,0.113,0.8,0.56,0,2.5,0.0072,0.0,0.22
4,0.113,0.91,0.52,0,2.5,0.0073,0.0,0.22
8,0.267,0.61,0.56,0,2.0,0.0049,0.0,2.0
0,0.113,0.0,0.0,0,2.5,0.0111,0.0,0.22
6,0.267,0.58,0.35,0,2.0,0.007,0.0,2.0
0,0.267,0.0,0.0,0,2.0,0.0095,0.0,2.0
6,0.267,0.49,0.58,0,1.5,0.0102,0.0,2.0
9,0.625,0.6,0.57,0,2.5,0.0042,0.0,1.1
4,0.625,0.38,0.66,0,1.5,0.0075,0.0,1.1
8,0.267,0.52,0.66,0,2.0,0.0083,0.0,2.0
12,0.267,0.7,0.5,0,2.0,0.0,1.0,2.0
3,0.625,0.38,0.8,0,2.5,0.0146,0.0,1.1
0,0.267,0.0,0.0,0,1.5,0.0072,0.0,2.0
2,0.267,0.63,0.71,0,1.5,0.0,1.0,2.0
0,0.267,0.0,0.0,0,1.5,0.0075,0.0,2.0
6,0.113,0.34,0.49,0,2.0,0.0095,0.0,0.22
0,0.625,0.0,0.0,0,2.5,0.0042,0.0,1.1
6,0.625,0.57,0.52,0,1.5,0.0128,0.0,1.1
0,0.625,0.0,0.0,0,2.0,0.0052,0.0,1.1
2,0.625,0.92,0.46,0,2.5,0.0,1.0,1.1
8,0.113,0.61,0.63,0,2.5,0.0095,0.0,0.22
3,0.113,0.49,0.42,0,2.0,0.0071,0.0,0.22
3,0.625,0.28,0.55,0,1.5,0.0,1.0,1.1
0,0.113,0.0,0.0,0,2.5,0.0066,0.0,0.22
12,0.625,0.61,0.46,0,1.5,0.0105,0.0,1.1
3,0.113,0.4,0.58,0,2.5,0.007,0.0,0.22
3,0.267,0.37,0.56,0,2.5,0.0065,0.0,2.0
9,0.625,0.41,0.54,0,1.5,0.0138,0.0,1.1
0,0.113,0.0,0.0,0,2.5,0.0115,0.0,0.22
4,0.267,0.67,0.43,0,2.0,0.0105,0.0,2.0
8,0.625,0.67,0.62,0,2.5,0.0187,0.0,1.1
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
0,0.625,0.0,0.0,0,2.5,0.0107,0.0,1.1
8,0.113,0.62,0.58,0,2.0,0.0101,0.0,0.22
8,0.625,0.41,0.6,0,2.5,0.0127,0.0,1.1
12,0.625,0.73,0.51,0,1.5,0.0095,0.0,1.1
6,0.113,0.46,0.58,0,2.5,0.0,1.0,0.22
3,0.267,0.7,0.35,0,2.5,0.0107,0.0,2.0
6,0.113,0.48,0.34,0,2.0,0.0,1.0,0.22
6,0.625,0.62,0.51,0,2.5,0.01,0.0,1.1
0,0.113,0.0,0.0,0,1.5,0.0,1.0,0.22
4,0.113,0.51,0.53,0,2.5,0.0109,0.0,0.22
12,0.113,0.58,0.66,0,2.5,0.0066,0.0,0.22
0,0.267,0.0,0.0,0,2.5,0.0123,0.0,2.0
4,0.113,0.64,0.9,0,1.5,0.009,0.0,0.22
6,0.625,0.58,0.42,0,2.0,0.0,1.0,1.1
4,0.625,0.82,0.33,0,1.5,0.0064,0.0,1.1
6,0.113,0.76,0.6,0,2.0,0.0,1.0,0.22
3,0.113,0.27,0.81,0,2.5,0.0054,0.0,0.22
8,0.113,0.56,0.65,0,2.5,0.0103,0.0,0.22
8,0.113,0.63,0.65,0,2.5,0.0049,0.0,0.22
6,0.625,0.58,0.49,0,1.5,0.0,1.0,1.1
4,0.267,0.71,0.53,0,2.5,0.0,1.0,2.0
0,0.267,0.0,0.0,0,2.5,0.0086,0.0,2.0
8,0.113,0.48,0.58,0,2.0,0.0051,0.0,0.22
6,0.625,0.5,0.59,0,1.5,0.0002,0.0,1.1
2,0.267,0.44,0.73,0,2.0,0.0037,0.0,2.0
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
0,0.625,0.0,0.0,0,2.5,0.0,1.0,1.1
2,0.625,0.98,0.79,0,1.5,0.011,0.0,1.1
3,0.113,0.57,0.52,0,2.5,0.0064,0.0,0.22
2,0.267,0.57,0.17,0,2.0,0.0067,0.0,2.0
8,0.113,0.6,0.49,0,2.5,0.0085,0.0,0.22
4,0.113,0.43,0.49,0,2.5,0.0,1.0,0.22
9,0.625,0.69,0.58,0,2.5,0.0049,0.0,1.1
0,0.625,0.0,0.0,0,2.5,0.0056,0.0,1.1
0,0.267,0.0,0.0,0,1.5,0.0001,0.0,2.0
2,0.267,0.41,0.44,0,2.0,0.0002,0.0,2.0
4,0.625,0.53,0.63,0,2.5,0.0,1.0,1.1
3,0.625,0.47,0.45,0,1.5,0.0003,0.0,1.1
3,0.267,0.67,0.68,0,2.5,0.0108,0.0,2.0
8,0.267,0.55,0.58,0,1.5,0.0,1.0,2.0
12,0.113,0.49,0.49,0,1.5,0.0043,0.0,0.22
0,0.113,0.0,0.0,0,2.0,0.0061,0.0,0.22
8,0.113,0.67,0.49,0,2.0,0.0,1.0,0.22
2,0.625,0.83,0.56,0,1.5,0.0081,0.0,1.1
6,0.267,0.53,0.45,0,2.0,0.0,1.0,2.0
0,0.625,0.0,0.0,0,1.5,0.0031,0.0,1.1
4,0.113,0.83,0.4,0,1.5,0.007,0.0,0.22
6,0.625,0.47,0.66,0,1.5,0.0079,0.0,1.1
4,0.113,0.63,0.43,0,2.5,0.0083,0.0,0.22
0,0.625,0.0,0.0,0,2.0,0.0064,0.0,1.1
6,0.625,0.55,0.6,0,2.0,0.0077,0.0,1.1
4,0.113,0.66,0.65,0,1.5,0.0014,0.0,0.22
3,0.267,0.46,0.69,0,1.5,0.0075,0.0,2.0
3,0.113,0.61,0.79,0,1.5,0.0003,0.0,0.22
4,0.113,0.48,0.76,0,2.0,0.0115,0.0,0.22
8,0.267,0.44,0.54,0,2.0,0.0002,0.0,2.0
12,0.625,0.59,0.55,0,1.5,0.0147,0.0,1.1
0,0.113,0.0,0.0,0,1.5,0.0072,0.0,0.22
6,0.113,0.35,0.49,0,1.5,0.008,0.0,0.22
6,0.113,0.71,0.37,0,1.5,0.0221,0.0,0.22
4,0.625,0.49,0.39,0,2.5,0.0,1.0,1.1
0,0.267,0.0,0.0,0,2.5,0.0103,0.0,2.0
4,0.267,0.67,0.44,0,2.0,0.0096,0.0,2.0
9,0.267,0.6,0.65,0,1.5,0.0109,0.0,2.0
9,0.113,0.59,0.65,0,2.5,0.009,0.0,0.22
9,0.625,0.59,0.5,0,1.5,0.012,0.0,1.1
4,0.113,0.39,0.65,0,2.0,0.0042,0.0,0.22
12,0.113,0.47,0.57,0,2.5,0.01,0.0,0.22
4,0.625,0.39,0.48,0,1.5,0.0082,0.0,1.1
0,0.267,0.0,0.0,0,2.5,0.0,1.0,2.0
3,0.267,0.57,0.49,0,1.5,0.0,1.0,2.0
12,0.267,0.52,0.54,0,2.5,0.0064,0.0,2.0
2,0.625,0.55,0.38,0,2.5,0.0,1.0,1.1
0,0.625,0.0,0.0,0,2.0,0.0101,0.0,1.1
9,0.113,0.78,0.47,0,1.5,0.0069,0.0,0.22
3,0.267,0.51,0.6,0,2.0,0.0001,0.0,2.0
8,0.267,0.47,0.65,0,1.5,0.0227,0.0,2.0
6,0.267,0.65,0.68,0,2.0,0.0,1.0,2.0
6,0.625,0.44,0.51,0,1.5,0.0657,0.0001,1.1
6,0.113,0.65,0.62,0,1.5,0.0076,0.0,0.22
2,0.267,0.58,0.39,0,2.0,0.0125,0.0,2.0
6,0.267,0.42,0.82,0,2.0,0.0701,0.0002,2.0
8,0.267,0.58,0.66,0,2.5,0.0081,0.0,2.0
6,0.625,0.48,0.4,0,2.5,0.0,1.0,1.1
6,0.625,0.69,0.59,0,1.5,0.0084,0.0,1.1
6,0.113,0.56,0.62,0,1.5,0.0111,0.0,0.22
3,0.267,0.48,0.42,0,1.5,0.0115,0.0,2.0
12,0.113,0.53,0.65,0,2.5,0.0,1.0,0.22
6,0.625,0.52,0.43,0,2.5,0.0,1.0,1.1
9,0.625,0.46,0.51,0,1.5,0.0054,0.0,1.1
9,0.113,0.43,0.62,0,1.5,0.0095,0.0,0.22
9,0.267,0.45,0.6,0,2.5,0.006,0.0,2.0
6,0.267,0.35,0.63,0,2.0,0.0052,0.0,2.0
2,0.267,0.63,0.52,0,2.5,0.0037,0.0,2.0
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
8,0.267,0.74,0.6,0,2.0,0.0056,0.0,2.0
8,0.267,0.68,0.63,0,1.5,0.0086,0.0,2.0
6,0.113,0.6,0.55,0,1.5,0.0118,0.0,0.22
4,0.267,0.73,0.49,0,2.5,0.0093,0.0,2.0
3,0.625,0.56,0.38,0,2.5,0.0077,0.0,1.1
9,0.625,0.41,0.5,0,2.5,0.009,0.0,1.1
8,0.267,0.66,0.58,0,2.0,0.0,1.0,2.0
9,0.267,0.59,0.6,0,1.5,0.0069,0.0,2.0
12,0.267,0.47,0.63,0,2.0,0.0104,0.0,2.0
4,0.625,0.53,0.68,0,1.5,0.0142,0.0,1.1
3,0.113,0.47,0.62,0,2.5,0.0031,0.0,0.22
6,0.113,0.61,0.44,0,2.0,0.0,1.0,0.22
9,0.267,0.48,0.55,0,2.5,0.0075,0.0,2.0
12,0.113,0.54,0.46,0,2.0,0.003,0.0,0.22
4,0.113,0.58,0.44,0,1.5,0.0,1.0,0.22
0,0.625,0.0,0.0,0,2.5,0.0,1.0,1.1
12,0.625,0.62,0.55,0,2.0,0.0046,0.0,1.1
0,0.267,0.0,0.0,0,2.5,0.0,1.0,2.0
8,0.113,0.56,0.66,0,2.0,0.0102,0.0,0.22
12,0.267,0.74,0.52,0,2.0,0.0119,0.0,2.0
0,0.625,0.0,0.0,0,2.5,0.0,1.0,1.1
6,0.113,0.74,0.57,0,1.5,0.0107,0.0,0.22
9,0.267,0.46,0.75,0,2.5,0.0061,0.0,2.0
0,0.625,0.0,0.0,0,2.5,0.0107,0.0,1.1
6,0.113,0.45,0.45,0,2.0,0.0001,0.0,0.22
12,0.267,0.61,0.62,0,2.0,0.0028,0.0,2.0
6,0.267,0.68,0.59,0,2.5,0.0,1.0,2.0
4,0.625,0.65,0.63,0,1.5,0.0,1.0,1.1
6,0.113,0.56,0.6,0,2.0,0.004,0.0,0.22
6,0.267,0.49,0.38,0,1.5,0.0079,0.0,2.0
8,0.113,0.69,0.67,0,2.5,0.0084,0.0,0.22
8,0.267,0.53,0.35,0,1.5,0.0096,0.0,2.0
3,0.267,0.93,0.6,0,1.5,0.0102,0.0,2.0
6,0.625,0.46,0.7,0,1.5,0.0118,0.0,1.1
0,0.267,0.0,0.0,0,2.5,0.0,1.0,2.0
4,0.113,0.66,0.39,0,1.5,0.0095,0.0,0.22
12,0.113,0.42,0.62,0,2.5,0.0072,0.0,0.22
6,0.113,0.66,0.54,0,2.5,0.0,1.0,0.22
6,0.267,0.67,0.49,0,1.5,0.0086,0.0,2.0
12,0.267,0.54,0.43,0,1.5,0.0117,0.0,2.0
8,0.625,0.53,0.48,0,1.5,0.0041,0.0,1.1
2,0.267,0.54,0.81,0,2.0,0.0,1.0,2.0
6,0.113,0.59,0.53,0,2.5,0.0,1.0,0.22
4,0.113,0.39,0.36,0,2.0,0.0001,0.0,0.22
4,0.113,0.49,0.61,0,1.5,0.0062,0.0,0.22
6,0.113,0.61,0.63,0,2.0,0.0053,0.0,0.22
8,0.625,0.69,0.53,0,2.5,0.0245,0.0,1.1
8,0.625,0.48,0.49,0,2.5,0.0072,0.0,1.1
6,0.113,0.47,0.65,0,2.5,0.0108,0.0,0.22
6,0.625,0.62,0.66,0,2.5,0.0005,0.0,1.1
6,0.625,0.66,0.56,0,2.5,0.0063,0.0,1.1
6,0.113,0.45,0.48,0,1.5,0.0258,0.0,0.22
3,0.625,0.66,0.55,0,1.5,0.0,1.0,1.1
4,0.113,0.57,0.5,0,2.0,0.0,1.0,0.22
4,0.267,0.63,0.47,0,1.5,0.0086,0.0,2.0
0,0.113,0.0,0.0,0,2.0,0.0065,0.0,0.22
8,0.267,0.64,0.41,0,1.5,0.0,1.0,2.0
6,0.267,0.52,0.59,0,2.0,0.0055,0.0,2.0
2,0.625,0.76,0.93,0,2.5,0.0,1.0,1.1
12,0.625,0.48,0.55,0,2.0,0.006,0.0,1.1
6,0.625,0.53,0.4,0,1.5,0.0102,0.0,1.1
4,0.267,0.56,0.49,0,1.5,0.007,0.0,2.0
4,0.113,0.28,0.42,0,2.5,0.0,1.0,0.22
4,0.267,0.58,0.55,0,2.0,0.0624,0.0,2.0
12,0.267,0.41,0.41,0,2.5,0.0111,0.0,2.0
4,0.113,0.74,0.42,0,2.0,0.0,1.0,0.22
2,0.267,0.89,0.95,0,2.0,0.0,1.0,2.0
3,0.625,0.54,0.38,0,2.0,0.0082,0.0,1.1
12,0.113,0.56,0.51,0,1.5,0.0108,0.0,0.22
0,0.113,0.0,0.0,0,2.5,0.0105,0.0,0.22
4,0.625,0.39,0.37,0,2.0,0.0072,0.0,1.1
9,0.267,0.45,0.57,0,2.0,0.0073,0.0,2.0
8,0.625,0.56,0.63,0,2.5,0.0072,0.0,1.1
0,0.113,0.0,0.0,0,2.5,0.0,1.0,0.22
3,0.113,0.62,0.62,0,2.0,0.0119,0.0,0.22
2,0.113,0.73,0.39,0,2.5,0.0,1.0,0.22
6,0.625,0.52,0.45,0,2.5,0.0,1.0,1.1
8,0.267,0.41,0.7,0,2.0,0.0097,0.0,2.0
4,0.625,0.59,0.33,0,1.5,0.0077,0.0,1.1
2,0.113,0.61,0.54,0,2.5,0.0,1.0,0.22
9,0.625,0.49,0.75,0,1.5,0.0097,0.0,1.1
