robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
1.1,0.625,0.63,0.37,0.47,0.0,0.0,37.51,619933333952.67,50,50,1,15,5,0,0,0,0,180.0,0.0097,1250,2.3219,2,0.5648,0.0,0.0,1.0,0.53,0.63,4,3,0,1,0,0
1.1,0.625,0.21,0.79,3.38,0.0,0.17,99.51,2716675864783.66,70,70,1,15,3,0,0,0,0,180.0,0.0135,2450,2.3219,2,0.6935,1.0,0.0003,0.0,0.47,0.45,3,1,0,1,0,0
2,0.267,0.93,0.07,0.07,0.0,0.0,156.06,995850000994.5,70,70,1,70,5,0,0,0,0,288.0,0.0267,2450,2.3219,6,0.2388,0.3,0.0108,0.0,0.67,0.68,3,2,0,1,0,0
2,0.267,0.48,0.52,1.55,0.0,0.03,23.3,671820690324.76,90,90,1,15,3,0,0,0,0,180.0,0.0174,4050,2.3219,2,0.758,0.0,0.0,1.0,0.55,0.58,8,5,0,1,0,0
0.22,0.113,0.27,0.7,1.17,0.03,0.03,122.98,1847746668512.13,90,90,1,45,3,0,0,0,0,120.0,0.0269,4050,2.3219,4,0.584,0.5,0.0043,0.0,0.49,0.49,12,6,0,1,0,0
1.1,0.625,0.43,0.57,1.9,0.0,0.07,76.0,1425800001424.0,70,70,1,15,5,0,0,0,0,180.0,0.0174,2450,2.3219,2,0.5753,0.0,0.0,1.0,0.58,0.54,6,3,0,0,1,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,27.88,578755172990.66,50,50,1,30,4,0,0,0,0,120.0,0.0129,1250,2.3219,5,0.3924,0.6,0.0061,0.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.57,0.43,0.63,0.0,0.0,146.85,1807133335138.67,90,90,1,15,4,0,0,0,0,180.0,0.021,4050,2.3219,2,0.6831,0.0,0.0,1.0,0.67,0.49,8,4,0,1,0,0
1.1,0.625,0.57,0.43,0.67,0.0,0.0,69.83,806860000805.6,50,50,1,70,3,0,0,0,0,180.0,0.0154,1250,2.3219,5,0.2952,0.6,0.0081,0.0,0.83,0.56,2,1,0,1,0,0
2,0.267,0.7,0.3,0.47,0.0,0.0,91.74,679560000678.6,50,50,1,45,4,0,0,0,0,180.0,0.0142,1250,2.3219,2,0.3416,0.0,0.0,1.0,0.53,0.45,6,3,0,1,0,0
1.1,0.625,0.37,0.6,1.37,0.03,0.43,59.99,3574673336908.07,70,70,1,15,3,0,0,0,0,120.0,0.0158,2450,2.3219,3,0.6435,1.0,0.0031,0.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.87,0.13,0.13,0.0,0.0,34.03,549160000547.6,50,50,1,30,3,0,0,0,0,120.0,0.0126,1250,2.3219,3,0.4216,1.0,0.007,0.0,0.83,0.4,4,2,0,1,0,0
1.1,0.625,0.55,0.45,1.21,0.0,0.0,39.52,874258621561.9,50,50,1,30,3,0,0,0,0,102.8571,0.0132,1250,2.3219,7,0.408,0.6,0.0079,0.0,0.47,0.66,6,4,0,1,0,0
0.22,0.113,0.97,0.03,0.03,0.0,0.0,121.92,1674586668340.53,90,90,1,70,5,0,0,0,0,270.0,0.0409,4050,2.3219,7,0.2579,0.4,0.0083,0.0,0.63,0.43,4,2,0,1,0,0
1.1,0.625,0.67,0.27,0.4,0.07,0.0,89.33,1619586668285.53,70,70,1,30,4,0,0,0,0,144.0,0.0222,2450,2.3219,4,0.4341,0.8,0.0064,0.0,0.0,0.0,0,0,0,1,0,0
1.1,0.625,0.43,0.57,1.87,0.0,0.1,92.16,1728613335061.47,70,70,1,15,4,0,0,0,0,205.7143,0.0179,2450,2.3219,5,0.5586,0.4,0.0077,0.0,0.55,0.6,6,4,0,1,0,0
2,0.267,0.45,0.48,0.86,0.07,0.17,58.54,2719106899269.0,50,50,1,30,3,0,0,0,0,90.0,0.0114,1250,2.3219,4,0.506,1.0,0.0033,0.0,0.71,0.77,2,2,0,0,1,0
0.22,0.113,0.57,0.43,0.63,0.0,0.03,101.15,1227776667892.43,90,90,1,15,3,0,0,0,0,180.0,0.0166,4050,2.3219,3,0.7717,0.7,0.0014,0.0,0.66,0.65,4,3,0,1,0,0
2,0.267,0.63,0.37,0.6,0.0,0.0,157.35,1224273334557.07,70,70,1,45,3,0,0,0,0,308.5714,0.0194,2450,2.3219,3,0.5261,0.7,0.0075,0.0,0.46,0.69,3,2,0,1,0,0
0.22,0.113,0.74,0.26,0.3,0.0,0.04,50.88,756177778532.89,70,70,1,30,3,0,0,0,0,180.0,0.0174,2450,2.3219,2,0.5829,1.0,0.0003,0.0,0.61,0.79,3,2,0,1,0,0
0.22,0.113,0.87,0.13,0.23,0.0,0.0,54.23,939796667604.63,90,90,1,45,4,0,0,0,0,300.0,0.0316,4050,2.3219,9,0.479,0.7,0.0115,0.0,0.48,0.76,4,3,0,1,0,0
2,0.267,0.5,0.5,1.1,0.0,0.03,174.56,1920736668585.03,90,90,1,15,4,0,0,0,0,180.0,0.0185,4050,2.3219,2,0.7291,1.0,0.0002,0.0,0.44,0.54,8,4,0,1,0,0
0.22,0.113,0.2,0.77,21.0,0.03,0.4,362.86,4044146670709.13,70,70,1,45,3,0,0,0,0,180.0,0.019,2450,2.3219,12,0.5482,0.5,0.0091,0.0,0.6,0.31,3,1,0,0,1,0
1.1,0.625,0.21,0.79,5.48,0.0,0.45,159.79,3934303452208.55,90,90,1,30,3,0,0,0,0,180.0,0.024,4050,2.3219,2,0.6317,1.0,0.0147,0.0,0.59,0.55,12,7,0,1,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,32.97,629120000627.2,50,50,1,70,3,0,0,0,0,120.0,0.016,1250,2.3219,4,0.2644,0.8,0.0072,0.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.39,0.57,1.86,0.04,0.36,272.85,3292257146147.21,70,70,1,15,4,0,0,0,0,180.0,0.0162,2450,2.3219,3,0.6135,1.0,0.0046,0.0,0.58,0.67,6,4,0,0,1,0
0.22,0.113,0.8,0.2,0.27,0.0,0.0,73.93,776376667440.43,50,50,1,70,3,0,0,0,0,144.0,0.0158,1250,2.3219,6,0.2524,0.5,0.008,0.0,0.35,0.49,6,3,0,1,0,0
0.22,0.113,0.9,0.1,0.17,0.0,0.0,47.16,606146667271.13,50,50,1,45,3,0,0,0,0,240.0,0.0144,1250,2.3219,7,0.3556,0.4,0.0221,0.0,0.71,0.37,6,2,0,1,0,0
1.1,0.625,0.62,0.38,0.45,0.0,0.0,58.41,597710345423.31,50,50,1,30,5,0,0,0,0,180.0,0.0146,1250,2.3219,2,0.2888,0.0,0.0,1.0,0.49,0.39,4,2,0,1,0,0
2,0.267,0.67,0.33,0.53,0.0,0.07,133.28,1324186667989.53,70,70,1,15,5,0,0,0,0,180.0,0.0197,2450,2.3219,4,0.5035,1.0,0.0103,0.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.17,0.63,1.6,0.2,0.4,350.32,4619053337949.87,50,50,1,30,5,0,0,0,0,240.0,0.0148,1250,2.3219,3,0.2732,0.0,0.0053,0.0,0.59,0.69,4,3,0,0,1,0
2,0.267,0.67,0.33,0.57,0.0,0.0,187.81,1271626667937.93,90,90,1,45,4,0,0,0,0,308.5714,0.0333,4050,2.3219,5,0.4468,0.2,0.0096,0.0,0.67,0.44,4,2,0,1,0,0
2,0.267,0.79,0.17,0.45,0.03,0.0,32.88,471541379780.24,50,50,1,15,3,0,0,0,0,180.0,0.0095,1250,2.3219,2,0.6168,0.0,0.0,1.0,0.35,0.44,2,1,0,0,1,0
1.1,0.625,0.5,0.5,3.03,0.0,0.03,99.64,1169480001167.8,70,70,1,45,4,0,0,0,0,90.0,0.0257,2450,2.3219,6,0.3402,0.3,0.0063,0.0,0.56,0.54,9,5,0,0,1,0
2,0.267,0.31,0.69,1.41,0.0,0.03,110.7,1130786208025.1,70,70,1,30,3,0,0,0,0,360.0,0.0197,2450,2.3219,2,0.52,1.0,0.0109,0.0,0.6,0.65,9,6,0,1,0,0
0.22,0.113,0.45,0.55,0.79,0.0,0.0,113.66,1514786208410.97,70,70,1,15,5,0,0,0,0,120.0,0.0191,2450,2.3219,6,0.5261,0.7,0.009,0.0,0.59,0.65,9,6,0,1,0,0
1.1,0.625,0.34,0.66,2.21,0.0,0.1,45.4,1615306898165.14,70,70,1,30,3,0,0,0,0,360.0,0.0183,2450,2.3219,3,0.5545,0.3,0.012,0.0,0.59,0.5,9,5,0,1,0,0
0.22,0.113,0.87,0.13,0.17,0.0,0.0,56.32,583153333914.87,50,50,1,45,4,0,0,0,0,180.0,0.0138,1250,2.3219,3,0.3416,1.0,0.0042,0.0,0.39,0.65,4,3,0,1,0,0
1.1,0.625,0.47,0.5,4.0,0.03,0.03,165.26,1668146668333.13,90,90,1,70,5,0,0,0,0,135.0,0.0371,4050,2.3219,10,0.3289,0.5,0.0086,0.0,0.66,0.56,4,2,0,0,1,0
2,0.267,0.47,0.0,0.0,0.53,0.0,47.54,3925850003924.5,50,50,1,30,3,0,0,0,0,360.0,0.0122,1250,2.3219,2,0.4564,1.0,0.0116,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.8,0.17,9.37,0.03,0.1,156.32,1513796668178.63,70,70,1,30,5,0,0,0,0,360.0,0.0208,2450,2.3219,2,0.4378,1.0,0.0085,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.2,0.47,1.07,0.33,0.33,324.82,5012020005009.2,90,90,1,15,5,0,0,0,0,180.0,0.0261,4050,2.3219,2,0.5837,0.0,0.0,1.0,0.66,0.64,4,3,0,0,1,0
0.22,0.113,0.6,0.4,0.57,0.0,0.0,125.05,1634120001632.2,90,90,1,70,5,0,0,0,0,144.0,0.0375,4050,2.3219,8,0.3285,0.5,0.01,0.0,0.47,0.57,12,7,0,1,0,0
0.22,0.113,0.07,0.93,39.93,0.0,0.43,464.17,3803426670467.93,50,50,1,15,3,0,0,0,0,90.0,0.0114,1250,2.3219,4,0.5188,0.5,0.0073,0.0,0.52,0.65,6,4,0,0,1,0
2,0.267,0.3,0.0,0.0,0.7,0.0,50.0,4644326671307.93,70,70,1,30,3,0,0,0,0,180.0,0.0201,2450,2.3219,2,0.519,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.17,0.83,3.0,0.0,0.2,218.2,2356130002354.3,70,70,1,15,4,0,0,0,0,180.0,0.0178,2450,2.3219,2,0.5696,1.0,0.0001,0.0,0.5,0.6,6,4,0,0,1,0
1.1,0.625,0.5,0.5,1.53,0.0,0.07,48.57,1599786668264.53,90,90,1,45,3,0,0,0,0,144.0,0.0297,4050,2.3219,8,0.5442,0.6,0.0082,0.0,0.39,0.48,4,2,0,1,0,0
2,0.267,0.97,0.03,0.03,0.0,0.0,144.15,891143334222.77,70,70,1,45,5,0,0,0,0,180.0,0.0247,2450,2.3219,2,0.3255,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.48,0.52,0.97,0.0,0.03,144.59,1280482759899.31,70,70,1,15,3,0,0,0,0,360.0,0.0143,2450,2.3219,1,0.6835,0.0,0.0,1.0,0.57,0.49,3,1,0,1,0,0
2,0.267,0.5,0.5,0.8,0.0,0.03,223.42,1593906668259.73,90,90,1,70,5,0,0,0,0,216.0,0.0378,4050,2.3219,6,0.3457,0.3,0.0064,0.0,0.52,0.54,12,6,0,1,0,0
1.1,0.625,0.83,0.17,0.17,0.0,0.03,127.89,981790000979.9,50,50,1,70,5,0,0,0,0,180.0,0.0153,1250,2.3219,2,0.2464,0.0,0.0,1.0,0.55,0.38,2,1,0,1,0,0
1.1,0.625,0.53,0.4,0.93,0.07,0.13,230.39,2650800002649.0,90,90,1,70,4,0,0,0,0,303.1579,0.0357,4050,2.3219,11,0.3923,0.6,0.0101,0.0,0.0,0.0,0,0,0,1,0,0
2,0.267,1.0,0.0,0.0,0.0,0.0,24.37,170800000178.0,50,50,1,45,3,0,0,0,0,180.0,0.0134,1250,2.3219,6,0.3768,0.3,0.0059,0.0,0.78,0.53,4,2,0,0,1,0
0.22,0.113,0.63,0.37,0.5,0.0,0.0,71.72,1057783334389.17,70,70,1,30,3,0,0,0,0,120.0,0.0163,2450,2.3219,6,0.601,0.3,0.0069,0.0,0.78,0.47,9,4,0,1,0,0
2,0.267,0.5,0.5,0.8,0.0,0.13,184.01,2140720002141.2,70,70,1,15,4,0,0,0,0,180.0,0.0159,2450,2.3219,2,0.6151,1.0,0.0001,0.0,0.51,0.6,3,2,0,1,0,0
1.1,0.625,0.43,0.57,2.03,0.0,0.07,151.76,1240810001239.1,90,90,1,45,5,0,0,0,0,266.6667,0.0375,4050,2.3219,12,0.3383,0.3,0.0118,0.0,0.62,0.51,12,6,0,0,1,0
2,0.267,0.47,0.53,1.87,0.0,0.03,188.21,1628506668293.73,90,90,1,15,3,0,0,0,0,216.0,0.0186,4050,2.3219,4,0.7364,0.2,0.0227,0.0,0.47,0.65,8,5,0,1,0,0
1.1,0.625,0.63,0.37,0.5,0.0,0.0,53.76,651853333983.87,70,70,1,45,4,0,0,0,0,180.0,0.0217,2450,2.3219,4,0.4439,0.8,0.0066,0.0,0.51,0.39,6,2,0,0,1,0
0.22,0.113,0.37,0.6,59.87,0.03,0.53,460.25,3935933337268.67,90,90,1,30,5,0,0,0,0,180.0,0.0293,4050,2.3219,2,0.5121,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.57,0.43,0.5,0.0,0.0,66.49,536453333867.87,50,50,1,70,4,0,0,0,0,360.0,0.0144,1250,2.3219,1,0.3208,0.0,0.0,1.0,0.65,0.68,6,4,0,1,0,0
1.1,0.625,0.41,0.59,0.97,0.0,0.0,49.51,824013793926.34,50,50,1,45,3,0,0,0,0,216.0,0.0138,1250,2.3219,6,0.3696,0.5,0.0657,0.0001,0.44,0.51,6,3,0,1,0,0
0.22,0.113,0.79,0.21,0.24,0.0,0.0,71.46,1027944828611.17,70,70,1,45,3,0,0,0,0,240.0,0.0206,2450,2.3219,3,0.4929,1.0,0.0076,0.0,0.65,0.62,6,4,0,1,0,0
2,0.267,0.87,0.13,0.13,0.0,0.0,118.13,732880000731.8,50,50,1,45,4,0,0,0,0,240.0,0.0145,1250,2.3219,5,0.316,0.6,0.0125,0.0,0.58,0.39,2,1,0,1,0,0
2,0.267,0.6,0.4,0.53,0.0,0.0,95.85,731493334063.27,70,70,1,30,4,0,0,0,0,225.0,0.021,2450,2.3219,8,0.4465,0.6,0.0701,0.0002,0.42,0.82,6,5,0,1,0,0
1.1,0.625,0.48,0.52,3.11,0.0,0.26,93.76,2099851853950.37,70,70,1,15,5,0,0,0,0,360.0,0.0189,2450,2.3219,1,0.539,0.0,0.0,1.0,0.76,0.68,3,2,0,0,1,0
1.1,0.625,0.5,0.18,1.93,0.32,0.07,73.91,2903789288616.82,90,90,1,30,3,0,0,0,0,300.0,0.0267,4050,2.3219,7,0.5937,0.6,0.0108,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.3,0.6,2.47,0.1,0.03,101.05,1502466668167.33,90,90,1,70,4,0,0,0,0,180.0,0.0332,4050,2.3219,5,0.4547,0.8,0.0107,0.0,0.43,0.66,4,3,0,0,1,0
2,0.267,0.3,0.7,1.97,0.0,0.07,231.88,2302380002299.8,90,90,1,15,5,0,0,0,0,120.0,0.026,4050,2.3219,4,0.5881,1.0,0.0081,0.0,0.58,0.66,8,5,0,1,0,0
1.1,0.625,0.6,0.4,0.7,0.0,0.0,75.77,1008470001006.7,50,50,1,45,5,0,0,0,0,360.0,0.0155,1250,2.3219,1,0.24,0.0,0.0,1.0,0.48,0.4,6,2,0,1,0,0
1.1,0.625,0.52,0.48,1.31,0.0,0.1,33.66,1425658622113.48,70,70,1,30,3,0,0,0,0,240.0,0.0181,2450,2.3219,2,0.578,1.0,0.0084,0.0,0.69,0.59,6,4,0,1,0,0
0.22,0.113,0.62,0.38,0.55,0.0,0.0,39.91,509103448783.1,50,50,1,45,3,0,0,0,0,144.0,0.0135,1250,2.3219,5,0.3908,0.2,0.0111,0.0,0.56,0.62,6,4,0,1,0,0
2,0.267,0.73,0.27,0.4,0.0,0.03,90.74,1024390001024.9,70,70,1,30,3,0,0,0,0,288.0,0.0182,2450,2.3219,7,0.5561,0.4,0.0115,0.0,0.48,0.42,3,1,0,1,0,0
0.22,0.113,0.57,0.43,0.8,0.0,0.0,75.32,1199006667862.73,90,90,1,15,5,0,0,0,0,360.0,0.0215,4050,2.3219,1,0.6702,0.0,0.0,1.0,0.53,0.65,12,8,0,1,0,0
1.1,0.625,0.57,0.43,0.57,0.0,0.0,86.98,909513334241.47,50,50,1,70,5,0,0,0,0,180.0,0.0161,1250,2.3219,2,0.2024,0.0,0.0,1.0,0.52,0.43,6,3,0,1,0,0
1.1,0.625,0.21,0.79,3.93,0.0,0.07,95.4,2280106898829.69,70,70,1,15,3,0,0,0,0,180.0,0.0137,2450,2.3219,3,0.6818,0.7,0.0054,0.0,0.46,0.51,9,5,0,1,0,0
0.22,0.113,0.47,0.53,1.07,0.0,0.07,132.66,1821526668486.93,70,70,1,45,3,0,0,0,0,249.2308,0.0211,2450,2.3219,6,0.4804,0.7,0.0095,0.0,0.43,0.62,9,6,0,1,0,0
2,0.267,0.63,0.33,0.53,0.03,0.03,153.95,1645026668308.93,70,70,1,45,5,0,0,0,0,360.0,0.0235,2450,2.3219,2,0.3673,1.0,0.006,0.0,0.45,0.6,9,5,0,1,0,0
2,0.267,0.5,0.5,0.93,0.0,0.13,121.15,1484866668150.33,70,70,1,30,4,0,0,0,0,90.0,0.0201,2450,2.3219,4,0.5049,0.5,0.0052,0.0,0.35,0.63,6,4,0,1,0,0
2,0.267,0.87,0.13,0.13,0.0,0.0,104.79,700103334031.37,50,50,1,45,5,0,0,0,0,240.0,0.0157,1250,2.3219,3,0.2548,0.7,0.0037,0.0,0.63,0.52,2,1,0,1,0,0
0.22,0.113,1.0,0.0,0.0,0.0,0.0,27.19,617910345442.21,50,50,1,30,5,0,0,0,0,180.0,0.0153,1250,2.3219,2,0.2568,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
2,0.267,0.7,0.3,0.57,0.0,0.0,197.67,1443573334776.07,90,90,1,30,4,0,0,0,0,180.0,0.0281,4050,2.3219,4,0.5589,1.0,0.0056,0.0,0.74,0.6,8,5,0,1,0,0
2,0.267,0.43,0.57,1.67,0.0,0.0,39.23,821760000819.6,90,90,1,15,3,0,0,0,0,240.0,0.0165,4050,2.3219,3,0.7722,1.0,0.0086,0.0,0.68,0.63,8,5,0,1,0,0
0.22,0.113,0.67,0.33,0.43,0.0,0.03,129.97,1110160001108.6,70,70,1,70,3,0,0,0,0,90.0,0.0242,2450,2.3219,15,0.4027,0.4,0.0118,0.0,0.6,0.55,6,3,0,1,0,0
2,0.267,0.13,0.43,1.27,0.43,0.3,231.25,5150983338481.17,70,70,1,30,5,0,0,0,0,120.0,0.0228,2450,2.3219,3,0.4043,1.0,0.0063,0.0,0.48,0.57,3,2,0,0,1,0
2,0.267,0.77,0.23,0.37,0.0,0.0,188.22,1369373334700.07,90,90,1,45,5,0,0,0,0,144.0,0.0323,4050,2.3219,6,0.437,0.3,0.0093,0.0,0.73,0.49,4,2,0,1,0,0
1.1,0.625,0.67,0.33,0.53,0.0,0.03,114.2,1369213334701.47,70,70,1,70,5,0,0,0,0,180.0,0.0283,2450,2.3219,8,0.2131,0.5,0.0077,0.0,0.56,0.38,3,1,0,1,0,0
1.1,0.625,0.2,0.8,2.57,0.0,0.1,100.74,2205480002203.8,70,70,1,30,5,0,0,0,0,288.0,0.0221,2450,2.3219,5,0.4286,0.4,0.009,0.0,0.41,0.5,9,5,0,1,0,0
2,0.267,0.5,0.5,1.1,0.0,0.0,176.08,1315910001315.1,90,90,1,15,4,0,0,0,0,360.0,0.0219,4050,2.3219,1,0.6717,0.0,0.0,1.0,0.66,0.58,8,5,0,1,0,0
2,0.267,0.47,0.53,1.1,0.0,0.0,158.39,1542546668208.13,70,70,1,45,3,0,0,0,0,60.0,0.0219,2450,2.3219,6,0.4731,0.3,0.0069,0.0,0.59,0.6,9,5,0,1,0,0
2,0.267,0.37,0.63,1.27,0.0,0.03,225.05,2106506668771.73,90,90,1,45,4,0,0,0,0,120.0,0.0333,4050,2.3219,12,0.4373,0.8,0.0104,0.0,0.47,0.63,12,8,0,1,0,0
1.1,0.625,0.43,0.57,1.17,0.0,0.0,30.64,787450000785.5,90,90,1,15,3,0,0,0,0,324.0,0.0211,4050,2.3219,3,0.6889,1.0,0.0142,0.0,0.53,0.68,4,3,0,1,0,0
0.22,0.113,0.83,0.13,0.17,0.03,0.0,86.1,1143596667809.63,70,70,1,45,5,0,0,0,0,120.0,0.0249,2450,2.3219,3,0.3131,0.7,0.0031,0.0,0.47,0.62,3,2,0,1,0,0
0.22,0.113,0.7,0.3,0.37,0.0,0.0,81.04,862496667527.63,70,70,1,15,4,0,0,0,0,360.0,0.0155,2450,2.3219,1,0.6465,0.0,0.0,1.0,0.61,0.44,6,3,0,1,0,0
2,0.267,0.2,0.6,1.47,0.2,0.47,273.5,5061133338392.67,90,90,1,45,4,0,0,0,0,180.0,0.0341,4050,2.3219,9,0.4343,0.3,0.0109,0.0,0.69,0.61,8,5,0,0,1,0
0.22,0.113,0.13,0.87,47.83,0.0,0.57,502.12,4071050004068.5,90,90,1,30,3,0,0,0,0,240.0,0.0258,4050,2.3219,5,0.6016,0.6,0.0074,0.0,0.6,0.57,4,2,0,0,1,0
2,0.267,0.6,0.4,0.77,0.0,0.03,123.47,1223063334553.97,70,70,1,15,5,0,0,0,0,90.0,0.0183,2450,2.3219,4,0.5224,1.0,0.0075,0.0,0.48,0.55,9,5,0,1,0,0
2,0.267,0.03,0.63,2.1,0.33,0.57,199.32,5802573339135.07,70,70,1,70,5,0,0,0,0,180.0,0.027,2450,2.3219,2,0.2349,0.0,0.0,1.0,0.33,0.63,6,4,0,0,1,0
0.22,0.113,0.67,0.33,0.4,0.0,0.03,105.28,1135726667799.93,90,90,1,30,4,0,0,0,0,120.0,0.0261,4050,2.3219,4,0.5853,0.5,0.003,0.0,0.54,0.46,12,6,0,1,0,0
0.22,0.113,0.79,0.21,0.45,0.0,0.0,31.12,413586207308.28,50,50,1,15,3,0,0,0,0,180.0,0.0108,1250,2.3219,2,0.5492,0.0,0.0,1.0,0.58,0.44,4,2,0,1,0,0
1.1,0.625,0.89,0.11,0.14,0.0,0.04,64.02,890082143744.75,50,50,1,15,5,0,0,0,0,180.0,0.0117,1250,2.3219,2,0.4496,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
1.1,0.625,0.27,0.73,2.2,0.0,0.13,89.14,2198746668863.13,90,90,1,45,4,0,0,0,0,120.0,0.0279,4050,2.3219,4,0.5499,0.8,0.0046,0.0,0.62,0.55,12,7,0,1,0,0
2,0.267,0.5,0.27,0.63,0.23,0.13,76.86,3414280003413.8,50,50,1,30,5,0,0,0,0,360.0,0.0148,1250,2.3219,1,0.2936,0.0,0.0,1.0,0.25,0.32,2,1,0,0,1,0
2,0.267,0.07,0.7,3.5,0.23,0.57,382.24,5664840005663.4,90,90,1,70,5,0,0,0,0,225.0,0.0399,4050,2.3219,12,0.282,0.4,0.0096,0.0,0.58,0.5,12,6,0,0,1,0
2,0.267,0.7,0.27,0.37,0.03,0.03,273.67,2127663335457.97,90,90,1,15,5,0,0,0,0,360.0,0.0238,4050,2.3219,1,0.6162,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.79,0.21,0.24,0.0,0.0,111.45,1331572415123.31,90,90,1,70,4,0,0,0,0,216.0,0.0378,4050,2.3219,12,0.3537,0.7,0.0102,0.0,0.56,0.66,8,5,0,1,0,0
2,0.267,0.4,0.6,1.3,0.0,0.0,135.66,1119373334450.07,90,90,1,15,4,0,0,0,0,288.0,0.0185,4050,2.3219,3,0.7252,0.0,0.0119,0.0,0.74,0.52,12,6,0,1,0,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,103.53,791546667457.13,50,50,1,70,5,0,0,0,0,180.0,0.015,1250,2.3219,2,0.2568,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.8,0.2,0.23,0.0,0.0,47.78,758200000757.0,50,50,1,45,3,0,0,0,0,360.0,0.015,1250,2.3219,5,0.2932,0.8,0.0107,0.0,0.74,0.57,6,3,0,1,0,0
0.22,0.113,0.9,0.1,2.59,0.0,0.03,75.1,633917242011.24,50,50,1,45,4,0,0,0,0,180.0,0.0155,1250,2.3219,5,0.2488,0.4,0.0095,0.0,0.0,0.0,0,0,0,0,1,0
2,0.267,0.55,0.45,0.62,0.0,0.0,104.38,834993104281.66,70,70,1,70,5,0,0,0,0,240.0,0.0273,2450,2.3219,4,0.2337,0.8,0.0061,0.0,0.46,0.75,9,7,0,1,0,0
2,0.267,0.13,0.67,1.77,0.2,0.53,272.7,5089650005089.5,90,90,1,70,3,0,0,0,0,144.0,0.0307,4050,2.3219,7,0.5186,0.9,0.0088,0.0,0.56,0.54,12,6,0,0,1,0
1.1,0.625,0.4,0.47,0.97,0.13,0.1,106.91,2724393336055.27,90,90,1,30,5,0,0,0,0,360.0,0.0286,4050,2.3219,2,0.5296,1.0,0.0107,0.0,0.0,0.0,0,0,0,1,0,0
0.22,0.113,0.67,0.33,0.43,0.0,0.0,91.05,1034493334366.27,70,70,1,15,4,0,0,0,0,180.0,0.0185,2450,2.3219,2,0.5557,1.0,0.0001,0.0,0.45,0.45,6,3,0,1,0,0
1.1,0.625,1.0,0.0,0.0,0.0,0.0,8.3,70000000070.0,70,70,1,45,3,0,0,0,0,180.0,0.0206,2450,2.3219,3,0.5163,0.3,0.0073,0.0,0.34,0.48,3,1,0,0,1,0
2,0.267,0.37,0.63,1.43,0.0,0.07,212.34,1891960001891.6,90,90,1,15,4,0,0,0,0,360.0,0.0197,4050,2.3219,2,0.7046,1.0,0.0028,0.0,0.61,0.62,12,7,0,1,0,0
2,0.267,0.73,0.27,0.37,0.0,0.0,107.8,723053334053.87,70,70,1,15,5,0,0,0,0,360.0,0.0158,2450,2.3219,1,0.6071,0.0,0.0,1.0,0.68,0.59,6,4,0,1,0,0
1.1,0.625,0.33,0.63,1.77,0.03,0.07,93.22,2897773336229.07,90,90,1,30,3,0,0,0,0,180.0,0.0259,4050,2.3219,2,0.6107,0.0,0.0,1.0,0.65,0.63,4,3,0,1,0,0
0.22,0.113,0.79,0.17,0.24,0.03,0.0,93.55,921927587127.55,70,70,1,70,4,0,0,0,0,360.0,0.0235,2450,2.3219,2,0.3616,1.0,0.004,0.0,0.56,0.6,6,4,0,1,0,0
2,0.267,0.63,0.37,0.6,0.0,0.0,86.26,913156667578.23,50,50,1,45,3,0,0,0,0,120.0,0.0139,1250,2.3219,7,0.3492,0.6,0.0079,0.0,0.49,0.38,6,2,0,1,0,0
0.22,0.113,0.73,0.27,0.5,0.0,0.0,107.14,1349066668013.33,90,90,1,70,5,0,0,0,0,180.0,0.0401,4050,2.3219,10,0.2912,0.4,0.0084,0.0,0.69,0.67,8,5,0,1,0,0
1.1,0.625,0.37,0.6,1.8,0.03,0.1,167.47,1696920001696.2,70,70,1,45,4,0,0,0,0,360.0,0.0226,2450,2.3219,1,0.4316,0.0,0.0,1.0,0.7,0.45,6,3,0,0,1,0
